_word,sense
СУЩИЙ,"<p><b>Су́щий</b>. Заимствовано из старославянского, где представляет собой действительное причастие настоящего времени глагола <i>быти</i>.</p>"
СЦЕНАРИЙ,"<p><b>Сцена́рий</b>. Заимствование из итальянского, где scenario восходит к латинскому scaenarium — «имеющий отношение к сцене», образованному от scaena — «сцена».</p>"
СЫН,"<p><b>Сын</b>. Общеславянское слово индоевропейской природы. В древнеиндийском находим suyate — «рождает». Первоначальное — «рожденный, плод».</p>"
СЫР,"<p><b>Сыр</b>. Общеславянское слово, восходящее к той же основе, что и <i>сырой</i>, <i>сыворотка</i>. Буквально — «сырой».</p>"
СЫРОЕЖКА,<p><b>Сырое́жка</b>. Образовано сращением слов <i>сырая</i> и <i>ъдь</i> («еда»).</p>
СЫЩИК,"<p><b>Сы́щик</b>. Образовано от древнерусского <i>сыскъ</i> — «розыск, следствие», от глагола <i>сыскати</i>.</p>"
СЮРТУК,"<p><b>Сюрту́к</b>. Заимствование из французского, где surtout — <i>«сюртук»</i>.</p>"
Т,"<p><b>Т</b>. Двадцатая буква др.-русск. алфавита, которая называлась <i>твьрдо</i> (твёрдый). Числовое знач. = 300. Нередко употреблялась в словах греч. происхождения для передачи <i>ϑ</i>; ср. Срезн. III, 909; Мi. LР 981.</p>"
ТАБАК,"<p><b>Таба́к</b>. Эта культура, как и слово, ее называющее, были завезены в Европу из Америки, из языка американских индейцев, а в русский язык попало из немецкого.</p>"
ТАБЛЕТКА,<p><b>Табле́тка</b>. Образовано уменьшительным суффиксом от заимствованного из французского <i>таблет</i> (так назывался небольшой плоский алмаз). Французское tablette — «таблетка» — восходит к латинскому tabula — «доска».</p>
ТАБОР,"<p><b>Та́бор</b>. Заимствование из турецкого, где tabor — «лагерь, военный обоз».</p>"
ТАБУН,"<p><b>Табу́н</b>. Заимствование из тюркских языков, <i>табун</i> имеет то же значение.</p>"
ТАБУРЕТ,"<p><b>Табуре́т</b>. Заимствование из французского, где tabouret имеет то же значение.</p>"
ТАВРО,"<p><b>Тавро́</b>. Это слово, хотя и имеет ударение на последнем слоге, было заимствовано вовсе не из французского (ведь в этом языке, как вы, возможно, знаете, все слова имеют ударение напоследнем слоге), а из монгольского, в котором оно и имеет значение «клеймо».</p>"
ТАЗ,<p><b>Таз</b>. Заимствование из тюркских языков. В турецком tas — «чашка».</p>
ТАЛАНТ,"<p><b>Тала́нт</b>. Это слово имеет древнюю историю; в древности <i>талантом</i> (по-древнегречески — talanton) называли крупную весовую (более 25 кг) и денежную единицу. В раннехристианские времена слово <i>талант</i> начинает приобретать новое значение — «природные способности», и связано это главным образом с евангельской притчей о рабе, который в отсутствие хозяина зарыл полученный от него <i>талант</i> в землю. Другие рабы приумножали богатство хозяина, а этот воспользовался полученными деньгами неразумно. Скрытый смысл евангельского рассказа был очевиден: конечно, не только о зарытых в землю деньгах шла речь, но и о погубленных способностях.</p>"
ТАЛЬЯНКА,"<p><b>Талья́нка</b>. Это название гармони, возможно, представляет собой видоизмененное слово <i>итальянка</i> в значении «вид гармоники».</p>"
ТАМАДА,"<p><b>Тамада́</b>. Это название распорядителя пира заимствовано из грузинского, где tamadoba — «старшинство во время пира».</p>"
ТАМОЖНЯ,"<p><b>Тамо́жня</b>. Образовано на базе заимствования из тюркских языков, где <i>тамга</i> означает «пошлина», «сбор». К той же тюркской основе восходит и существительное <i><font color=blue>деньги</font></i> — от татарского тэнка.</p>"
ТАНЕЦ,"<p><b>Та́нец</b>. Заимствование из немецкого, где находим Tanz — «танец».</p>"
ТАРАКАН,<p><b>Тарака́н</b>. Название этого насекомого заимствовано из тюркских. В татарском находим <i>таракан</i>.</p>
ТАРАРАМ,"<p><b>Тарара́м</b>. Это слово, имеющее значение «шум, скандал», образовано от звукоподражательного <i>та-ра-ра</i>.</p>"
ТВАРЬ,"<p><b>Тварь</b>. Это слово, называющее живое существо (как, например, в выражении <i>тварь Божья</i>), восходит к тому же корню, что и глагол <i>творить</i>. Буквально — «сотворенное».</p>"
ТВОРИТЕЛЬНЫЙ,<p><b>Твори́тельный</b>. Это название одного из падежей было образовано как калька с латинского (casus) ablativus — «(падеж) отложительный».</p>
ТВОРОГ,"<p><b>Тво́ро́г</b>. Образовано от той же основы, что и <i>творить</i> в значении «растворять, месить». Того же корня и глагол <i>растворять</i>.</p>"
ТЕАТР,"<p><b>Теа́тр</b>. Заимствование из французского, где théâtre через латинское посредство (theatrum) восходит к греческому theatron.</p>"
ТЕКСТ,"<p><b>Текст</b>. Корень этого слова, обозначающего записанную речь, присутствует и в слове <i>текстура</i>, называющего особенности строения материала. Объяснение этому мы найдем в слове-первоисточнике, латинском textus — «ткань», «строение». От «строения» значение развивалось в направлении — «стиль», «слог», «язык».</p>"
ТЕЛЕВИДЕНИЕ,"<p><b>Телеви́дение</b>. Заимствовано в XX в. из английского. Английское television («телевидение») почти без изменений перешло в прилагательное <i>телевизионный</i>, тогда как в слове <i>телевидение</i> второй элемент (<i>видение</i>) был скалькирован.</p>"
ТЕЛЬНЯШКА,"<p><b>Тельня́шка</b>. Название этого морского нижнего белья образовано от существительного <i>тело</i>. Буквально — «то, что надевают на тело».</p>"
ТЕНОР,"<p><b>Те́нор</b>. Этот музыкальный термин, называющий один из мужских голосов, был заимствован из итальянского, в котором tenore восходит к латинскому tenor — «высота голоса» от глагола tenere — «держать». Развитие значения связано с понятием «держать высоту при пении».</p>"
ТЕРЕМ,"<p><b>Те́рем</b>. Это заимствование из греческого любопытно тем, что исходная форма имеет вид teremnon — «дом», «жилище»; третий слог был принят за суффикс, который якобы за ненадобностью отбросили, получив это слово в его современном виде.</p>"
ТЕСТО,"<p><b>Те́сто</b>. Общеславянское слово, восходящее к той же основе, что и глагол <i>тискать</i>. Первоначально — «то, что давится».</p>"
ТЕТ-А-ТЕТ,"<p><b>Тет-а-тет</b>. Это наречие, имеющее значение «с глазу на глаз», было заимствовано из французского, где tête-à-tête буквально означает «голова в голову».</p>"
ТЕТЕРЕВ,"<p><b>Те́терев</b>. Общеславянское слово, восходящее к звукоподражательной основе, воспроизводящей голос этой птицы.</p>"
ТЕТРАДЬ,"<p><b>Тетра́дь</b>. Это слово, называющее учебную принадлежность, родственно таким словам, как <i>тетраэдр</i> (один из видов многогранников, имеющий 4 вершины и 4 грани), <i>тетрод</i> (электронная лампа, имеющая 4 электрода) и многими другими. Греческое tetra, используемое как часть сложных слов, означает «четыре», а греческое tetrados означает «четвертая часть листа».</p>"
ТЁТЯ,"<p><b>Тётя</b>. Общеславянское слово, восходящее к детскому лепету.</p>"
ТИГР,"<p><b>Тигр</b>. Заимствовано старославянским из греческого, где tigris — «тигр».</p>"
ТИКАТЬ,"<p><b>Ти́кать</b>. Этот глагол восходит к звукоподражательному <i>тик</i>, зоспроизводящему звук часового механизма.</p>"
ТИРЕ,"<p><b>Тире́</b>. Название этого синтаксического знака заимствовано из французского, где tiret — «черта» образовано от глагола tirer — «тянуть».</p>"
ТЛЯ,"<p><b>Тля</b>. Название этого вредного насекомого, вероятно, восходит к той же основе, что и глагол <i>тлеть</i> (в значении «подвергаться тлению, гниению»). Первоначальное — «гниющее». Название вредного насекомого возникло по переносу значения.</p>"
ТМИН,"<p><b>Тмин</b>. Название этой пряности заимствовано из греческого, где kyminon («тмин») восходит к семитским языкам.</p>"
ТОВАР,"<p><b>Това́р</b>. Заимствование из тюркских языков; в турецком, например, tavar — это «домашняя живность, скот». Смещение значения происходило следующим образом: <i>скот</i> — <i>скарб</i> - <i>собственность</i> - <i>товар</i>. Такой переход значения неудивителен — ведь у кочевых тюркских народов скот был главным богатством, предметом обмена и купли-продажи.</p>"
ТОВАРИЩ,"<p><b>Това́рищ</b>. Заимствование из тюркских языков, где образовано соединением слов tavar (см. <i><font color=blue>товар</font></i>) и is — «друг»; исходное значение, вероятно, — «партнер по торговле».</p>"
ТОКАРЬ,"<p><b>То́карь</b>. Название этой рабочей профессии восходит к той же основе, что и глагол <i>точить</i>.</p>"
ТОЛ,<p><b>Тол</b>. Название этого взрывчатого вещества представляет собой сокращение от химического термина <i>тринитротолуол</i>.</p>
ТОЛСТОВКА,"<p><b>Толсто́вка</b>. Это название широкой блузы с поясом образовано от собственного имени <i>Толстой</i> — по фамилии Льва Толстого, носившего блузу Такого покроя.</p>"
ТОМ,"<p><b>Том</b>. Заимствование из французского, где tome — «том» восходит к греческому tomos — «часть, раздел» от temno — «разрезаю».</p>"
ТОМАТ,"<p><b>Тома́т</b>. Это слово, как и называемый им овощ, было завезено в Европу в эпоху великих географических открытий из Америки. Первоисточник — язык ацтеков, а слово и продукт привезли в Европу испанцы.</p>"
ТОМНЫЙ,"<p><b>То́мный</b>. Образовано по методу кальки с французского, где languissant — «вялый, томный» от глагола languir — «чахнуть, томиться».</p>"
ТОПОЛЬ,"<p><b>То́поль</b>. Общеславянское слово, соответствующее латинскому populus с тем же значением.</p>"
ТОПОТ,<p><b>То́пот</b>. Восходит к звукоподражательному <i>тъп</i> (<i>топ</i>).</p>
ТОРБА,<p><b>То́рба</b>. Заимствование из тюркских языков. В турецком torba — «мешок».</p>
ТОРЖЕСТВО,"<p><b>Торжество́</b>. Восходит к той же основе, что и существительное <i>торг</i>. Развитие значения шло в таком направлении: <i>торг</i> - <i>торговая площадь</i> — <i>торжище</i> — многолюдное место, где отмечают общественно значимые события.</p>"
ТОРМОЗ,"<p><b>То́рмоз</b>. Произнося сегодня это слово, мы представляем себе сложное гидравлическое устройство, например, в автомобиле, приводимое в действие педалью. В древности устройство для торможения было значительно проще: заимствование из греческого, в котором tormos — «отверстие для гвоздя, препятствующего движению колеса телеги».</p>"
ТОРТ,"<p><b>Торт</b>. Заимствовано из итальянского, в котором torta восходит к латинскому torta — «круглый хлеб» от глагола torquere — «крутить».</p>"
ТОСКА,"<p><b>Тоска́</b>. Восходит к той же основе, что и <i>тощий</i>.</p>"
ТОТЧАС,<p><b>То́тчас</b>. Образовано путем сращения местоимения <i>тот</i> и существительного <i>час</i>.</p>
ТОЧКА,"<p><b>То́чка</b>. Корень у этого слова тот же, что и глагола <i>тыкать</i>, а исходное значение — «место, куда тыкнули», «след от тыкания».</p>"
ТОЧНЫЙ,"<p><b>То́чный</b>. Восходит к той же основе, что и <i>тонка</i>. Буквально — «попадающий в точку».</p>"
ТРАВИТЬ,"<p><b>Трави́ть</b>. Общеславянское слово, восходящее к древнерусскому <i>трыти</i> — «тереть», родственному глаголу <i>тереть</i> (см.).</p>"
ТРАКТИР,"<p><b>Тракти́р</b>. Заимствование из польского, где traktyer — «столовая» восходит к латинскому tractoria от tracto — «угощаю». В современном итальянском находим trattoria.</p>"
ТРАКТОР,"<p><b>Тра́ктор</b>. Заимствование из английского, где tracktor восходит к латинскому trahere — «тянуть, тащить». Слово tracktor было также скалькировано русским языком: <i>тягач</i>.</p>"
ТРАНЖИРИТЬ,"<p><b>Транжи́рить</b>. Образовано от заимствования из французского, где trancher — «разрезать; рубить сплеча».</p>"
ТРАНСПОРТ,"<p><b>Тра́нспорт</b>. Хотя в Древнем Риме единственным, пожалуй, видом транспорта была колесница, слово <i>транспорт</i> восходит именно к латинскому глаголу transporto — «переношу», «перемещаю».</p>"
ТРАПЕЗА,"<p><b>Тра́пеза</b>. Это название для приема пищи было заимствовано древнерусским языком из греческого, где trapeza — «стол».</p>"
ТРЕУХ,<p><b>Треу́х</b>. Этот головной убор получил свое название за <i>три уха</i> (клапана): два — чтобы закрывать уши и одно — для носа.</p>
ТРЕФЫ,"<p><b>Тре́фы</b>. Вы не ошибетесь, если предположите, что в названии этой карточной масти присутствует основа, восходящая к числительному <i><font color=blue>три</font></i>, ведь это заимствованное из немецкого (Treff — «трефа») слово восходит к греческому triphyllon, что означает «трилистник»: вглядитесь в знак трефовой масти — вы увидите три листочка.</p>"
ТРИ,"<p><b>Три</b>. Общеславянское слово индоевропейской природы. В латинском находим tres, в греческом — treis, в древнеиндийском — trajas, в немецком — drei, в английском — three.</p>"
ТРИДЦАТЬ,<p><b>Три́дцать</b>. См. <i><font color=blue>двадцать</font></i>.</p>
ТРИНАДЦАТЬ,<p><b>Трина́дцать</b>. См. <i><font color=blue>одиннадцать</font></i>.</p>
ТРИСТА,<p><b>Три́ста</b>. Образовано из сочетания числительных <i><font color=blue>три</font></i> и <i>съто</i> (<i>три съта</i> — «три сотни»).</p>
ТРОГАТЕЛЬНЫЙ,"<p><b>Тро́гательный</b>. Образовано по методу кальки с французского, где touchant — «трогательный» от глагола toucher — «трогать, касаться».</p>"
ТРОИЦА,<p><b>Тро́ица</b>. Название этого христианского праздника было образовано в старославянском языке по методу кальки с греческого trias.</p>
ТРУС,"<p><b>Трус</b>. Общеславянское, восходящее к той же основе, что и <i>трясти</i>. Буквально — «тот, кто трясется, дрожит».</p>"
ТРУСЫ,"<p><b>Трусы́</b>. Заимствование из английского, где находим trousers — «брюки».</p>"
ТУБЕРКУЛЁЗ,"<p><b>Туберкулёз</b>. Название это тяжелой болезни связано с образованием так называемых <i>туберкул</i> — воспалительных очагов, которые имеют форму бугорков, а восходит это слово к латинскому tuberculum — «бугорок».</p>"
ТУБО,"<p><b>Тубо́</b>. Эта собачья команда, имеющая значение «нельзя!», восходит к французскому словосочетанию tout beau, буквально — «все хорошо».</p>"
ТУЖУРКА,"<p><b>Тужу́рка</b>. Это название домашней или форменной куртки восходит к французскому слову toujours, буквально означающему «каждый день», «всегда»; прибавленный к французскому слову русский суффикс придал ему значение «одежда на каждый день».</p>"
ТУЗ,"<p><b>Туз</b>. Это название одной из карт было заимствовано из польского, в котором tuz восходит к французскому.</p>"
ТУЗЕМЕЦ,"<p><b>Тузе́мец</b>. Это слово, имеющее значение «уроженец какой-либо местности», образовалось путем сложения местоименной формы <i>ту(т)</i> и ныне исчезнувшего существительного <i>земьць</i>, имевшего значение «житель» и связанного со словом <i><font color=blue>земля</font></i>; сочетание двух названных компонентов и дало значение «местный житель».</p>"
ТУЛУП,"<p><b>Тулу́п</b>. Это название шубы восходит, вероятно, к тюркскому слову, означающему «кожаный мешок из звериной шкуры», а вот другой <i>тулуп</i>, относящийся к фигурному катанию, восходит к английскому словосочетанию two loop, что означает «две петли». Так фигуристы называют прыжок с двумя переворотами.</p>"
ТУМАН,"<p><b>Тума́н</b>. Заимствование из тюркских, где <i>туман</i> используется в том же значении.</p>"
ТУМБА,"<p><b>Ту́мба</b>. Если в русском языке это слово не навевает скорбных мыслей, то его греческий первоисточник tymbos означает «могильный холм». Другие европейские языки, позаимствовав это слово у греков, сохранили и его первоначальное значение, как английский — tomb, так и немецкий — Tumbe (оба — «могила»). Все эти слова восходят к греческому оригиналу: tymbos — «могильный холм».</p>"
ТУНЕЯДЕЦ,"<p><b>Тунея́дец</b>. Образовано путем соединения наречия <i>(в)туне</i> и существительного <i>ядец</i> — «едок», «охотник поесть», так что исконный смысл этого слова — «тот, кто ест, ничего не давая взамен».</p>"
ТУПЕЙНЫЙ,"<p><b>Тупе́йный</b>. Это слово используется в сочетании <i>тупейный художник</i>, имеющем значение «парикмахер». Образовано от слова <i>тупей</i> — «разновидность прически», заимствованного из французского toupet - «чуб».</p>"
ТУРГЕНЕВ,"<p><b>Турге́нев</b>. Предок великого русского писателя Тургенева был мурзой в Золотой Орде, он выехал на Русь при князе Василии Иоанновиче, и с тех пор этот род служил русским царям. Прозвище Турген восходит к монгольскому turgen — «быстрый», «горячий», «вспыльчивый».</p>"
ТУФЛЯ,<p><b>Ту́фля</b>. Заимствование из немецкого или голландского (в голландском находим tuffel). Первоисточник — греческое слово pantophella — «сандалии на пробковой подошве».</p>
ТУШЕВАТЬ,"<p><b>Тушева́ть</b>. Это слово, имеющее значение «делать неясным, нечетким», образовано от заимствованного из немецкого <i>тушь</i> (в немецком Tusche — «черная краска»).</p>"
ТУШЕВАТЬСЯ,"<p><b>Тушева́ться</b>. Это слово в его современном значении — «робеть, смущаться, приходить в замешательство» впервые использовано Федором Достоевским.</p>"
ТЩАНИЕ,"<p><b>Тща́ние</b>. Образовано в старославянском языке от глагола <i>тъщати</i>, первоначально означавшего «беспокоиться, волноваться», со временем переосмысленного в «стремиться, иметь усердие».</p>"
ТЩЕДУШИЕ,"<p><b>Тщеду́шие</b>. Образовано в старославянском языке сложением слов <i>тъщь</i> («напрасный») и <i><font color=blue>душа</font></i> с последующим развитием значения в сторону «хилый, слабосильный».</p>"
ТЩЕСЛАВИЕ,"<p><b>Тщесла́вие</b>. Это слово, имеющее значение «стремление к славе», образовано в старославянском языке по методу кальки с греческого, где kenodoxia образовано путем сложения kenos — «пустой, напрасный» и doxa — «слава».</p>"
ТЫ,"<p><b>Ты</b>. Это местоимение имеет индоевропейскую природу. В древнепрусском находим tou, в латинском — tu, в древнеанглийском — thou и т.д.</p>"
ТЫЛ,"<p><b>Тыл</b>. Это общеславянское слово было образовано от исчезнувшего <i>тыти</i> — «жиреть», восходящего к той же основе, что и устаревшее <i>тук</i> («жир»). Первоначально — «жировое уплотнение», затем — «задняя часть шеи», затем — «затылок и вообще задняя сторона». В более поздний период стало использоваться для обозначения войсковых частей, удаленных от фронта.</p>"
ТЫСЯЧА,"<p><b>Ты́сяча</b>. Восходит к общеславянскому tysetja, в котором set, возможно, имеет ту же индоевропейскую основу, что и латинское centum («сто»). По одной из версий, начальное ты (ty) одного корня с тук. Тогда первоначально — «жирная (большая) сотня». Родственные слова в других языках: thousand — в английском, Tausend — в немецком.</p>"
ТЬМА,"<p><b>Тьма</b>. Это слово в значении «множество» (прочтите поэму Александра Блока «Скифы», которая начинается строкой: «Мильоны вас, нас тьмы, и тьмы, и тьмы...») восходит, вероятно, к тюркскому tuman — «десять тысяч».</p>"
ТЮБЕТЕЙКА,<p><b>Тюбете́йка</b>. Заимствование из тюркских языков. В казахском <i>тебетей</i> — «тюбетейка».</p>
ТЮК,"<p><b>Тюк</b>. Заимствование из голландского, где находим tuig — «тюк, связка».</p>"
ТЮКАТЬ,"<p><b>Тю́кать</b>. В основе этого глагола лежит звукоподражательное <i>тюк-тюк</i>, вероятно, положенное и в основу существительного <i><font color=blue>стук</font></i>.</p>"
ТЮЛЬПАН,"<p><b>Тюльпа́н</b>. Заимствование из итальянского, где tulipano, видимо, образовано от турецкого заимствования tultent — «чалма». Форма цветка и чалмы похожи.</p>"
ТЮРЬМА,"<p><b>Тюрьма́</b>. Вероятно, заимствовано из тюркских, в которых <i>тюрмя</i> — «заключение».</p>"
ТЮТЧЕВ,"<p><b>Тю́тчев</b>. По преданиям семьи Тютчевых, основателем рода был живший в Крыму генуэзец Тютче, который, судя по его прозвищу, был тюркского происхождения и изготавливал или продавал изделия из бронзы — ведь основой его прозвища служит турецкое слово tuc — «медь, латунь», a tuccy означало «торгующий бронзой» или «изготовляющий ее». Впрочем, ученые считают, что корни великого русского поэта Тютчева, возможно, уходят не на Восток, а на Запад — ведь в тюркских языках есть еще и слово tutcy — «чужой», «иного племени»: так вполне могли назвать коренные крымчане пришельца, приехавшего к ним из далекой Генуи.</p>"
У,"<p><b>У</b>. Двадцать первая буква др.-русск., цслав. алфавита, первонач. передававшееся как <b>оу</b>. Числовое знач. = 400. Называлось <i>укъ</i>, ср. др.-русск., цслав. <b>укъ</b> &#171;doctrina&#187;. Др.-русск. у произошло частично из праслав. <i>u</i>, частично — из праслав. <i>ǫ</i>. Последнее передается на письме с помощью <b>ѫ</b>. Обе эти гласные — <i>u</i> и <i>ǫ</i> — (уже в Остром еванг.) совпали в одном <i>-у-</i>.</p>"
УБЛЮДОК,"<p><b>Ублю́док</b>. Это слово, ныне имеющее значение «грубый человек; выродок», восходит к той же основе, что и глагол <i>блудити</i> или существительное <i>блудъ</i>. Первоначально — «родившийся вне брака».</p>"
УБОГИЙ,"<p><b>Убо́гий</b>. Это слово свидетельствует о когда-то существовавшем, но не дошедшем до наших дней значении слова <i><font color=blue>бог</font></i> - «богатство». Первоначальное значение — «лишенный богатства», поскольку префикс у здесь носит характер отрицания.</p>"
УБЫТОК,"<p><b>Убы́ток</b>. Образовано от глагола <i>убыти</i> - «уменьшиться»: префикс <i>у</i>, имеющий значение отрицания (см. <i><font color=blue>убогий</font></i>), в сочетании с глаголом <i><font color=blue>быть</font></i> дает значение, противоположное значению глагола.</p>"
УВАЖАТЬ,"<p><b>Уважа́ть</b>. Заимствование из польского, где uwazac — «быть внимательным, наблюдать» и образовано от uwaga — «внимание». Обратим внимание, что близкое слово существует и в украинском языке, где <i>увага</i> означает «внимание».</p>"
УВЕЧИТЬ,"<p><b>Уве́чить</b>. Это слово образовано сложением отрицательной приставки <i>у</i> и существительного <i><font color=blue>век</font></i> в его исконном значении слова — «сила, здоровье». Отсюда и первоначальный смысл этого глагола — «лишать силы, здоровья».</p>"
УГЛЕРОД,"<p><b>Углеро́д</b>. Название этого химического элемента связано с тем, что он в больших количествах присутствует в высококачественных углях, этот признак и положен в основу его именования — «рождающий уголь». По такому же принципу образованы названия и некоторых других химических элементов.</p>"
УГОЛ,"<p><b>У́гол</b>. Общеславянское слово индоевропейской природы. В латинском находим angulus («угол»), в греческом — agkylos («кривой»), в английском angle («угол») и т.д.</p>"
УГОЛЬ,<p><b>У́голь</b>. Общеславянское слово индоевропейской природы. В древнеиндийском находим angaras с тем же значением. Начальная общеславянская форма oglъ.</p>
УДАВ,"<p><b>Уда́в</b>. Это слово, сегодня назвающее пресмыкающегося, еще в XVI в. имело значение «удушение».</p>"
УДЕЛ,"<p><b>Уде́л</b>. В Древней Руси так называли земельное владение, выделяемое великим князем своему сыну. Образовано это слово от глагола <i>удълити</i> — «уделить», от <i>дълити</i> (<i><font color=blue>делить</font></i>). Буквально — «выделенное». Впоследствии слово <i>удел</i> приобретает еще одно значение — «участь, судьба».</p>"
УДОБНЫЙ,"<p><b>Удо́бный</b>. Восходит к той же основе, что и ныне исчезнувшее <i>доба</i> — «пора, время» с первоначальным значением — «подходящее». Того же корня слова <i>дебелый</i>, <i><font color=blue>добрый</font></i>.</p>"
УДОВЛЕТВОРЯТЬ,"<p><b>Удовлетворя́ть</b>. Это слово было образовано как калька с французского глагола satisfaire («удовлетворять»), включающего в себя латинское satis — «довольно, достаточно» и французское faire — «делать, творить».</p>"
УДОД,"<p><b>Удо́д</b>. В основу наименования этой птицы положено звукоподражательное <i>уд</i>, копирующее крик удода.</p>"
УДОСУЖИТЬСЯ,"<p><b>Удосу́житься</b>. Образовано приставочным способом от <i>досужиться</i> — «находить время, досуг» от <i><font color=blue>досуг</font></i>.</p>"
УДРУЧИТЬ,"<p><b>Удручи́ть</b>. Это слово, имеющее значение «привести в огорчение», образовано от существительного <i>друк</i> — «шест, палка». Первоначально — «ударить палкой».</p>"
УЕЗД,"<p><b>Уе́зд</b>. Это название старинной административной единицы. В польском находим родственное ujazd — «объезд земель для установления их границ». Восходит к той же основе, что и <i>езда</i>.</p>"
УЖ,"<p><b>Уж</b>. Название этого пресмыкающегося имеет индоевропейскую природу и восходит к той же основе, что и <i>угорь</i>.</p>"
УЖИН,"<p><b>У́жин</b>. Общеславянское слово от существительного угъ — «юг, полдень». Первоначально — «еда в полдень». Восходит к той же основе, что и <i><font color=blue>юг</font></i>.</p>"
УЗКИЙ,"<p><b>У́зкий</b>. Общеславянское слово, имеющее тот же корень, что и <i><font color=blue>узы</font></i>.</p>"
УЗНИК,<p><b>У́зник</b>. Образовано в старославянском от исчезнувшего <i>узьный</i> от <i><font color=blue>узы</font></i>. Буквально — «находящийся в узах».</p>
УЗОР,"<p><b>Узо́р</b>. Общеславянское слово от <i>узьръти</i> — «увидеть», буквально — «увиденное». Восходит к той же основе, что и глагол. См. <i><font color=blue>зреть</font> (смотреть)</i>.</p>"
УЗЫ,"<p><b>Узы</b>. Восходит к той же основе, что и <i>вязать</i>, <i>узел</i> (см.).</p>"
УКРАИНА,"<p><b>Украи́на</b>. Образовано от древнерусского <i>украина</i> - «пограничная местность». Любопытно, что в летописях встречаются такие названия, как <i>Украина Галичьская</i> (область волынского княжества на границе с Польшей) или <i>Украина Псковская</i> (пограничные псковские земли). Первичное значение — юго-западная окраина Московского государства.</p>"
УКРОМНЫЙ,"<p><b>Укро́мный</b>. Образовано в древнерусском от <i>укромити</i> — «отделять», в котором приставка <i>у</i> усиливает значение <i>кромити</i> — «отделять». Восходит к той же основе, что и <i>крома</i> — «край». Родственные слова — <i><font color=blue>кроме</font></i>, <i><font color=blue>кромешный</font></i> и т.п.</p>"
УКСУС,"<p><b>У́ксус</b>. Заимствовано древнерусским языком из греческого, где находим oxos — «уксус». К той же основе восходят русское <i>кислота</i>, английское <i>acid</i>, испанское <i>acido</i>.</p>"
УЛЫБАТЬСЯ,"<p><b>Улыба́ться</b>. Образовано от несохранившегося <i>лыбать</i>. Восходит к той же основе, что и <i>лоб</i> в исходном значении «череп». Первоначально <i>улыбаться</i> — «скалить зубы, как у черепа».</p>"
УЛЮЛЮКАТЬ,<p><b>Улюлю́кать</b>. Этот глагол в основе имеет звукоподражательное <i>лю-лю</i>.</p>
УМЕТЬ,"<p><b>Уметь</b>. Общеславянское слово, образованное от той же основы, что и <i>умъ</i> (<i>ум</i>).</p>"
УМИЛЕНИЕ,"<p><b>Умиле́ние</b>. Было образовано в старославняском от глагола <i>умилити</i> — «умилостивить», восходящего к той же основе, что и <i>милый</i>.</p>"
УНИВЕРСИТЕТ,"<p><b>Университе́т</b>. Название этого высшего учебного заведения, в котором имеются гуманитарные и естественно-математические факультеты, было заимствовано из немецкого (даже известна почти точная дата этого заимствования — 1755-й, год учреждения Московского университета), а восходит к латинскому universitas — «совокупность», вполне отражающему многопрофильность этого учреждения.</p>"
УНИЖАТЬ,"<p><b>Унижа́ть</b>. Восходит к той же основе, что и <i>низъ</i>. Буквально — «перемещать сверху вниз».</p>"
УНИТАЗ,"<p><b>Унита́з</b>. Название этого сантехнического прибора связано с названием фирмы, выпускавшей эти изделия — Unitas («единство»).</p>"
УНИЧИЖАТЬ,"<p><b>Уничижа́ть</b>. Видимо, является результатом смешения двух глаголов <i><font color=blue>унижать</font></i> (см.) и <i><font color=blue>уничтожить</font></i> (см.).</p>"
УНИЧТОЖИТЬ,"<p><b>Уничто́жить</b>. Восходит к той же основе, что и местоимение <i>ничто</i>. Буквально — «превратить в ничто».</p>"
УНЫВАТЬ,"<p><b>Уныва́ть</b>. Образовано приставочным способом от исчезнувшего <i>нывать</i> — «болеть», восходящего к той же основе, что и <i>ныть</i>.</p>"
