_word,sense
САНСКАРА,"<p><b>Санскара</b> [<i>санскр.</i>] (-ы) представления, склонности, привычные реакции, закрепленные в прошлых жизнях; остаточные явления(следствие бидж).</p><p><b>САНСКАРА</b> (<i>англ.</i> Sanskara) — Санскара представляет собой привычку, или влияние прошлого на настоящее, проявляющееся как рефлекс, автоматизм, а также шаблон состояния (см.). Она рассматривается как психический центр части всеобщей инерции, который функционирует как основной инстинкт, управляющий телом, или склонность, управляющая потоком мыслей в данный момент.<br/>Когда воля это допускает, в низшем уме (читта) происходит перемена к состоянию расслабленности, в котором в нем свободно, от центра (ассоциативно сменяя друг друга) текут мысли, либо когда воля того требует, низший ум переходит в управляемое состояние, течению мыслей к центру (к выбранному предмету), что называется концентрацией (дхарана, см.). Такое состояние является привычкой; другими словами, воля устанавливает склонность разума к контролированию (ниродха). Человек, познавший ощущения при концентрации, способен вновь устанавливать это состояние, или привычку, благодаря своим «воспоминаниям», или «возвращению» этих ощущений, и затем это состояние остается в силе без специального внимания, ему уделяемого (ибо оно стало привычным) в течение определенного периода времени. Таким образом, человек может обладать либо привычкой концентрации, либо склонностью к распылению внимания. Общим, обычным состоянием разума является разрешение свободного ассоциативного течения мыслей (дрейфа, распыления), но йога предусматривает практику концентрации, что устанавливает новую санскару, обращающую течение мыслей к центру. В ней каждое мгновение внимание возвращается и оживляет один и тот же объект. Когда исчезающие и возникающие друг за другом образы становятся схожими, наступает сфокусированное состояние разума. Привычная склонность превращает этот процесс в спокойное течение концентрации, которое вскоре начинает происходить без усилий внимания и становится основой медитации (см. Дхьяна) и созерцания (см. Самадхи), то есть полной саньямы (см.).<br/>Все объекты мира, включая органы восприятия человека, обладают своими собственными привычками благодаря их санскарам. [Источник: словарь йоги.]</p><p><b>САНСКАРА, САМСКАРА</b> — сс. САНКХАРА - пали Ритуал. Влияние. Движущая сила, вызывающая развертывание событий. Кармическая энергия. Следы, оставляемые в сознании любыми мыслями, словами или поступками. Считают, что следы ритуальных действий гармонизируют отношения человека с внешним миром и его внутренний мир. Следы медитативной практики повышают эффективность дальнейших занятий и приближают освобождение. К санскарам относят врожденные склонности, обусловленные прошлой кармой. На высших уровнях духовной практики следует уничтожать все санскары, их семена, даже если на ранних этапах они оказывают положительное воздействие на сознание адепта и способствуют его совершенствованию, выступая как волевой импульс, побуждение. В буддизме санскары классифицируют, разделяя на пятьдесят две группы, в которые входят память, мысль, жизненная сила, страх, стыд, усилие и др. Их называют величайшим злом, так как с ними связано волнение дхарм и формирование кармы. Они - свидетели прежних рождений и имеют отношение к врожденному знанию и врожденным наклонностям. С учетом опыта прошлых жизней санскары программируют психику человека, его пристрастия, фобии и т. д. Их относят к факторам, нормирующим поток сознания и психики. Кроме санскар, связанных с сознанием (сампраюкта), существуют и не связанные с сознанием (випраюкта). Эмоции (ведана), волевое усилие (четана), желание (чханда), мышление (манас-кара), понимание (мати), созерцание (самадхи), преступность (вихимса) входят в группу сампраюкта. Жизненная сила (дживита), медитативное погружение (самапатти), силы, удерживающие (прапти) или рассеивающие (апрапти) поток дхарм, входят в группу випраюкта санскар. В учении о скандхах все санскары относятся к четвертой скандхе (санскара-скандха). В учении саутрантики они считаются единицами описания, существование которых недоказуемо и постигается интуитивной мудростью (праджняпти) как необходимое, имеющее только имя. Таким образом, санскары представляют чисто номинальные дхармы, существующие только в сознании субъекта (праджняптисат) [Источник: словарь буддийских терминов (2).]</p>"
САНСКРИТ,"<p><b>САНСКРИТ</b> – литературный язык Древней Индии. Произошёл от русского узелкового письма, поэтому его буквы выглядят как подвязанные к основной нити повествования узелки; 30 процентов корней санскрита – русские. В санскрите слово может иметь до 50 значений, таким же многозначием обладает и русский язык. [Источник: словарь ведических терминов.]</p><p><b>САНСКРИТ, САНСКРИТА</b> — сс. Очищенный. Культурный. Литературный язык, принадлежащий к группе индоевропейских языков. Восходит к языкам индоарийских племен. Детально разработан на основе ведийского языка в VIII в. до н. э. Язык межнационального общения в Индии, где существовало множество естественных, разговорных языков. В современной Индии санскрит используется в различных областях науки и культуры, в религиозных и философских обществах, в медицине. Разновидности санскрита: ведийский санскрит поздневедических текстов, эпический санскрит «Рамаяны» и «Махабхараты», классический санскрит как язык художественной, философской и научной литературы, джайнский санскрит. Буддийский санскрит сформировался под влиянием среднеиндийских разговорных языков и называется гибридным санскритом. Полное описание санскрита было выполнено Панини в V–IV вв. до н. э. Его появление означало новый этап в развитии индийской культуры, так как он содержал новые термины и грамматику, позволяющие точно описывать сложнейшие понятия. Родилась «философия грамматики». Известны надписи на санскрите, выполненные на камне, на коре, на медных пластинах и на пальмовых листьях. Многие тексты утрачены и известны по сохранившимся более поздним записям. [Источник: словарь буддийских терминов (2).]</p>"
САНТАНА,"<p><b>САНТАНА</b> — сс. СОТА - пали. Поток. Развертывание. Развитие. Род. Потомство. В буддизме термин означает поток элементов бытия (дхарма), развертывающийся во времени и пространстве, создающий иллюзию бытия стабильной сущности. Поток индивидуальной жизни или поток, проходящий через множество рождений и смертей. Бытие сознания. Сантану (самтана) сравнивают с кинофильмом, голограммой, музыкальным произведением, определяют как континуум дхарм. Удержание дхарм в одном потоке объясняют присутствием силы прапти, рассеивание потока - присутствием силы апрапти. Эту модель вайбхашики принимают не все буддийские школы. Прекращение индивидуального потока происходит при смерти человека. В этом случае говорят, что поток «уходит под землю», т. е. возвращается в непроявленное состояние. В проявленном состоянии поток непрерывно обновляется и изменяется, так как каждая дхарма «вспыхивает» лишь на краткий миг. Самосознание опирается на вспышки дхарм предыдущего момента. Дхармы не имеют прямого, непосредственного контакта, но их по явление координируется кармой. Загрязнения, омрачснности потока, аффекты (клеша) обусловливают волнение дхарм. Многие аффекты присутствуют в потоке в скрытом, латентном, состоянии и служат общей причиной (сарватрага-хету) проявления дхарм. Отсроченное их проявление вызывается именно такими аффектами или скрытой, латентной, кармой (карма-шайя). Для описания процесса вводится понятие семян (биджа) аффектов или кармы, которые «созревают» и «прорастают» при определенных обстоятельствах. Целью буддийской духовной практики (дхьяна бхавана) служит очищение потока от аффектов, кармы и их семян, разобщение (висанйога) дхарм с аффектами и устранение из потока омраченных, аффективных (сасрава) дхарм. Адепт, достигший состояния чистой интуитивной мудрости (праджня-амала), воздействует через неё на поток, в результате чего наступает прекращение потока и состояние нирваны (татхата, абсолют и т. д.) Выделяют три стадии потока: рождение (джати, падисандхи, пратисандхи), пребывание (бхава, бхаванга), его прекращение, или смерть (ниродха, мритью, чути). С сантаной связывают такие понятия, как самотождественность сознания (читта-сантати), или поток сознания (читта-дхара). Синонимичны термину сантана праваха, дхара. [Источник: словарь буддийских терминов (2).]</p>"
САНТОША,"<p><b>Сантоша</b> (santosha) [<i>санскр.</i>] — одна из ям (соблюдений); удовлетворённость; радость; счастье.</p><p><b>САНТОША</b> (<i>англ.</i> Santosha) — Удовлетворение. Оно требуется от практикующего йогу как один из пяти обрядов ниямы (см.), предписываемых повседневной мирской жизни. [Источник: словарь йоги.]</p>"
САНЧАРАНА,<p><b>Санчарана</b> [<i>санскр.</i>] — движение.</p>
САНЧИТА КАРМА,"<p><b>Санчита карма</b> [<i>санскр.</i>] — заслуги и провинности, аккумулированные за предыдущие жизни.</p>"
САНЧИТА,"<p><b>[<i>санскр.</i>] Санчита</b> (все собранные действия всех предыдущих рождений).</p><p><b>САНЧИТА</b> (<i>англ.</i> Sanchita) — Определение, применяемое к скрытой части кармы (см.) человека, которая пребывает в состоянии «сохранения» до тех пор, пока для нее не возникнет возможность проявиться в окружении человека. Такой кармы, как считается, можно избежать путем искупляющих ее противоположных по характеру действий в настоящем. Например, жестокость, имевшая место в прошлом, может быть нейтрализована добротой в настоящем. [Источник: словарь йоги.]</p>"
САНЧИТАКАРМА,"<p><b>Санчитакарма</b> [<i>санскр.</i>] — общая сумма всех действий, выполненных Дживой во время бесчисленных предыдущих рождений, из чего распределяется Прарабдха для каждого нового рождения.</p>"
САНЬЙОГА,<p><b>САНЬЙОГА</b> (<i>англ.</i> Sanyoga) — Буквально: «воссоединение». Мысленное объединение наблюдателя с наблюдаемым объектом (см. Аханкара). [Источник: словарь йоги.]</p>
САНЬЛУНЬ-ЦЗУН,"<p><b>САНЬЛУНЬ-ЦЗУН</b> — кит. будд. школа, основанная в кон. 6 в. монахом Цзицзаном. Учение С.-ц. базируется на филос. и догматич. положениях шуньявады (мадхьямики), одного из двух ведущих направлений буддизма махаяны. Канонич. текстами школы являются соч. инд. будд. мыслителей Нагарджуны (Рассуждения о срединном видении (сути). Рассуждения о двенадцатых вратах) и Арьядевы (Рассуждения в ста (стихах)), переведенные на кит. язык Кумарадживой. Название школы (С.-ц. в переводе с кит. - три трактата) указывает на количество канонич. текстов и подчеркивает значимость их для учения С.-ц. Доктринальный комплекс С.-ц. включает в себя 3 раздела, к-рые один за другим предписывается усваивать адептам С.-ц. В первом разъясняются положения шуньявады и учение о двух истинах, мирской и первого значения, сформулированное Цзицзаном. Опираясь на краеугольную для шуньявады доктрину об относит. условной реальности единичных сущностей, Цзицзан показал, что сокровенная суть учения Будды не может быть передана на знаковом уровне, и усвоение двух названных истин создает только предпосылки для ее постижения посредством особого рода интуиции. Знание положений первого раздела является основой для правильного понимания учения различных будд. школ, классификация к-рых составляет второй раздел доктринального комплекса С.-ц. Третий раздел - толкование формулы восемь не и, по существу, повторение теоретич. выкладок Нагарджуны в систематизированном Цзицзаном виде. С.-ц. представляла собой скорее объединение ученых монахов, чем религ. орг-цию, однако ее значение в становлении буддизма в Китае и др. странах Дальнего Востока было исключительно большим. [Источник: словарь буддийских терминов (1).]</p>"
САНЬТИИ,"<p><b>САНЬТИИ</b> – древние книги, состоящие из пластин благородного металла (серебра, платины или золота), соединённых тремя кольцами (означающими три мира – Явь, Навь и Правь). Текст Саньтий записан Х’Арийскими рунами более 40 000 лет назад. [Источник: словарь ведических терминов.]</p>"
САНЬЯМА,"<p><b>САНЬЯМА</b> (<i>англ.</i> Sanyama) — Фиксация разума на одной мысли или предмете средствами сочетания концентрации, медитации и созерцания (см. соответственно Дхарана, Дхьяна и Самадхи), непрерывно следующих друг за другом. См. также Плоды Медитации; Высшая Самьяма. [Источник: словарь йоги.]</p><p><b>САНЬЯМА, САМЬЯМА, САНЙАМА</b> — сс. Практика совмещения трех действий: концентрации сознания (дхарана), сосредоточения (дхьяна) и созерцания (дхьяна, самадхи). В процессе саньямы достигается высшее состояние сознания, в котором проявляется знание о прошлом, настоящем и будущем, раскрываются сверхъестественные способности (сиддхи), постигается единство, тождество субъекта и объекта. Саньяму применяют в практике визуализации (прана-пратиштха). Саньяма на области пупка собственного тела позволяет работать с внутренними органами, прочищать пранические каналы (нади) и восстанавливать здоровье. Саньяма на сердечной чакре (анахата) дает возможность проникать в чужие мысли, а на чакре в области гортани (вишуддха) - получать энергию извне. Сложная техника саньямы требует консультаций опытного наставника. [Источник: словарь буддийских терминов (2).]</p>"
САНЬЯСИ,<p><b>Саньяси</b> [<i>санскр.</i>] — отреченный.</p>
САПТА ДХАТУ,"<p><b>Сапта дхату</b> (sapta dhatu) [<i>санскр.</i>] — семь составляющих тела, а именно, кости, жир, плоть, кровь, кожа, костный мозг и сперма/яйцеклетка.</p>"
САПТА,<p><b>Сапта</b> [<i>санскр.</i>] – семь.</p>
САПТАДХА,<p><b>Саптадха</b> [<i>санскр.</i>] — семикратный.</p>
САПТАРИШИ,"<p><b>Саптариши</b> [<i>санскр.</i>] — семь риши, великих мудрецов: Агастья, Ангирас, Атри, Бхарадваджа, Васиштха, Джамадагни, Кашьяпа.</p>"
САР,"<p><b>Сар</b> [<i>санскр.</i>] — течь, струиться, идти, бежать.</p>"
САРА,"<p><b>Сара</b> [<i>санскр.</i>] — прогоняющий, бег, хождение, богатство, суть.</p>"
САРАСВАТИ,"<p><b>Сарасвати</b> (Saraswati) [<i>санскр.</i>] — божественная форма космической шакти, богиня, созидательная сила Брахмы, которая дарует знание изящных (изобразительных) искусств и силу речи; подземная священная река в Индии, которая соединяется с Гангой и Ямуной в Прайяге, штат Уттар Пра-деш; ассоциируется с сушумна нади в тонком теле.</p>"
САРВА,<p><b>Сарва</b> [<i>санскр.</i>] – всё (Саламба Сарвангасана); весь.</p>
САРВААНТАРЬЯМИ,<p><b>Сарваантарьями</b> [<i>санскр.</i>] — внутренний Правитель всем.</p>
САРВАБХАУМАХ,<p><b>Сарвабхаумах</b> [<i>санскр.</i>] — универсальный.</p>
САРВАБХОКТА,<p><b>Сарвабхокта</b> [<i>санскр.</i>] — всенаслаждающийся; эпитет высшего Бога.</p>
САРВАБХУТААНТАРАТМА,<p><b>Сарвабхутаантаратма</b> [<i>санскр.</i>] — внутреннее Я всех существ.</p>
САРВАВИТ,<p><b>Сарвавит</b> [<i>санскр.</i>] — всезнающий.</p>
САРВАВЬЯПИ,<p><b>Сарвавьяпи</b> [<i>санскр.</i>] — всепроникающий; вездесущий.</p>
САРВАГАТА,<p><b>Сарвагата</b> [<i>санскр.</i>] — присутствие во всех (вещах); вездесущность.</p>
САРВАДЕШИКА,<p><b>Сарвадешика</b> [<i>санскр.</i>] — относящийся ко всем местам; присутствующий всюду.</p>
САРВАДЖНА,<p><b>Сарваджна</b> [<i>санскр.</i>] — всеведение; знающий всё.</p>
САРВАДЖНЯ,"<p><b>Сарваджня</b> [<i>санскр.</i>] — всезнающий, всеведущий, мудрейший.</p>"
САРВАДЖНЯТА,"<p><b>САРВАДЖНЯТА</b> — сс. Всеведение. Всезнание. Состояние сознания, в котором постигаются высшие истины, обретается знание прошлого, настоящего и будущего, наступает освобождение от новых рождений. Всеведение - свойство будд и бодхисаттв. Всеведущий (сарваджня) - один из эпитетов Будды Шакьямуни. Синонимичные термины: нирвана, татхата, праджняпарамита и др., рассматриваемые как состояние абсолюта. [Источник: словарь буддийских терминов (2).]</p>"
САРВАДУХКХАНИВРИТТИ,<p><b>Сарвадухкханивритти</b> [<i>санскр.</i>] — устраняющий все страдания.</p>
САРВАКАЛЬЯНА,<p><b>Сарвакальяна</b> [<i>санскр.</i>] — всеблагоприятствующие качества.</p>
САРВАКАРАНА,"<p><b>Сарвакарана</b> [<i>санскр.</i>] — причина всего; причина творения, сохранения и разрушения.</p>"
САРВАКАРАНАКАРАНА,<p><b>Сарвакаранакарана</b> [<i>санскр.</i>] — причина всех других причин.</p>
САРВАКАРТА,<p><b>Сарвакарта</b> [<i>санскр.</i>] — вседержатель; выполняющий всё.</p>
САРВАМ,"<p><b>Сарвам</b> [<i>санскр.</i>] — целый, весь.</p>"
САРВАНГАСАНА,"<p><b>Сарвангасана</b> (sarvangasana) [<i>санскр.</i>] — «стойка на плечах»; перевернутая поза, аналогичная випарит карани, за исключением того, что ноги и спина перпендикулярны земле; физическая поза Хатха-Йогов, она влияет на щитовидную железу и через неё – на всё тело и его функции.</p><p><b>САРВАНГАСАНА</b> (<i>англ.</i> Sarvangasana) — Поза всех конечностей. Стойка на плечах, с ногами, направленными вертикально вверх; при этом спина поддерживается ладонями, а локти упираются в землю, помогая плечам удерживать вес тела. [Источник: словарь йоги.]</p>"
САРВАНИЯНТРААТМА,"<p><b>Сарваниянтраатма</b> [<i>санскр.</i>] — внутренняя душа, которая всё контролирует.</p>"
САРВАПИНДАВЬЯПИ,"<p><b>Сарвапиндавьяпи</b> [<i>санскр.</i>] — тот, кто пронизывает все тела и кто пронизывает всю сущность тела.</p>"
САРВАПРАНИХИТЕРАТАХ,<p><b>Сарвапранихитератах</b> [<i>санскр.</i>] — вечно радующийся в хорошем всех других существ.</p>
САРВАСАКШИ,<p><b>Сарвасакши</b> [<i>санскр.</i>] — свидетель всего.</p>
САРВАСАМКАЛЬПАРАХИТА,<p><b>Сарвасамкальпарахита</b> [<i>санскр.</i>] — лишённый всех мыслей или решений.</p>
САРВАСТИВАДА,"<p><b>САРВАСТИВАДА</b> (санскр., в будд. традиции те, к-рые проповедуют учение о том, что все существует (сарвам асти), иначе хетувада - проповедующие причину) — одна из школ стхавиравады. Основателем С. считается архат Катьяянипутра, к-рый провозгласил на сангити в Паталипутре (на т. н. 3-м Всебуддийском Соборе, ок. 244 до н. э.) идею сарвам асти (все существует) . Впоследствии разногласия между С. и стхавиравадой усугубились тем, что первые в качестве сакральных признавали лишь тексты Абхадхарма-питаки, в то время как вторые апеллировали гл. обр. к Сутра-питаке. Целиком канон С. был записан на 4-м сангити, к-рый состоялся в Кашмире под эгидой царя Канишки (1-2 вв. н. э.). С потерей влияния стхавиравадинов в Индии (1 в. н. э.) сарвастивадины становятся здесь главными оппонентами последователей махаяны. Основу воззрений С. составляло учение о перманентной реальности всех дхарм. Сакральным языком школы был санскрит, символами - цветок лотоса, драгоценность - чандмань, лист дерева бодхи и зонтик. Цвет - черный или темно-красный. Одеяния сарвастивадинов состояли из 25-29 окаймлений. Их имена обычно оканчивались на митра, шри, прабха, кирти, бхадра. Сарвастивадины пользовались репутацией эрудитов, предсказателей и проповедников дхармы Будды. Расцвет школы падает на период правления царя Канишки, к-рый был ее ревностным почитателем. В это время формируются многочисл. духовные центры этой школы в районах Матхуры, Паталипутры, Таксилы, Кашмира, Гандхары, Шравасти, Сарнатха, Бактрии. Во 2-3 вв. н. э. С. проникает в Китай и Цент. Азию, а также и в отдельные районы Памира. [Источник: словарь буддийских терминов (1).]</p>"
САРВАТВА,<p><b>Сарватва</b> [<i>санскр.</i>] — состояние быть всем.</p>
САРВАТИТАВАДИ,"<p><b>Сарватитавади</b> [<i>санскр.</i>] — трансценденталист; тот, кто доказывает, что Истина трансцендентальна.</p>"
САРВАТМАКАТВА,<p><b>Сарватмакатва</b> [<i>санскр.</i>] — универсальность; состояние бытия духом всего.</p>
САРВАТХА,"<p><b>Сарватха</b> [<i>санскр.</i>] — всецело, во все времена.</p>"
САРВАТХАМ,<p><b>Сарватхам</b> [<i>санскр.</i>] — всепроницающий.</p>
САРВАТХАТА,"<p><b>Сарватхата</b> [<i>санскр.</i>] — всенаправленность, многонаправленность.</p>"
САРВАТЬЯГА,<p><b>Сарватьяга</b> [<i>санскр.</i>] — отказ от всего.</p>
САРВАХИМСАВИНИРМУКХА,<p><b>Сарвахимсавинирмукха</b> [<i>санскр.</i>] — против повреждения всех видов.</p>
САРВАШАКТИСАМАНВИТА,<p><b>Сарвашактисаманвита</b> [<i>санскр.</i>] — со всеми силами; всемогущественный.</p>
САРВАШАСТРААРТХАВИТА,<p><b>Сарвашастраартхавита</b> [<i>санскр.</i>] — знаток значения всех священных писаний.</p>
САРВЕШВАРАТВА,<p><b>Сарвешваратва</b> [<i>санскр.</i>] — высшее руководство над всем.</p>
САРВОПАДАНАТВА,<p><b>Сарвопаданатва</b> [<i>санскр.</i>] — состояние бытия материальной причиной всего.</p>
САРВОСМИ,<p><b>Сарвосми</b> [<i>санскр.</i>] — я есть всё.</p>
САРНАТХ,"<p><b>САРНАТХ</b> — место, где Будда произнес первую проповедь; находится недалеко от Бенареса. В палийском каноне фигурирует как Олений парк у Исипатаны. Сейчас там - будд. монастырь и храм, курируемые об-вом Маха Бодхи. Одно из 4 святых мест буддизма. [Источник: словарь буддийских терминов (1).]</p>"
САРПА,<p><b>Сарпа</b> [<i>санскр.</i>] — змея; быстро идти.</p>
САРПАДЭВАДЖАНАВИДЬЯ,<p><b>Сарпадэваджанавидья</b> [<i>санскр.</i>] — учение о змеином очаровании и огненных искусствах.</p>
САРПОБХАВА,<p><b>Сарпобхава</b> [<i>санскр.</i>] — превратиться в змею.</p>
САРУПЬЯ,"<p><b>Сарупья</b> [<i>санскр.</i>] — имеющий ту же форму, что и Бог.</p><p><b>САРУПЬЯ</b> (<i>англ.</i> Sarupya) — Богоподобность, сходство с Богом. См. Путь к Богу. [Источник: словарь йоги.]</p>"
САРУПЬЯМ,"<p><b>Сарупьям</b> [<i>санскр.</i>] — близость, сходство.</p>"
САСМИТА,<p><b>Сасмита</b> [<i>санскр.</i>] — с чувством индивидуальности или эгоистическим чувством Я существую (вид Самадхи); ощущение саттвичной индивидуальности.</p>
САТ САНГ,"<p><b>Сат санг</b> [<i>санскр.</i>] (сат – истинное, мудрое; санг – объединение) общение с истинными и мудрыми людьми.</p>"
САТ ЧИТ,<p><b>Сат чит</b> [<i>санскр.</i>] (сат – бытие; чит – сознание) трансцендентальное условие универсальной потенциальности.</p>
САТ,"<p><b>Сат</b> (sat) [<i>санскр.</i>] — истина; вечный мир, истинное, чистое Бытие; настоящий существующий, чистый; существование; аспект подлинного «Я»; трансцендентный аспект Абсолютной Основы в активном состоянии. Противоположность – «асат»; существование; бытие; реальность; Истина.</p><p><b>САТ</b> (<i>англ.</i> Sat) — Реальность, Истина, Брахман, или Бог (см. также Чит; Ананда; Сат-Чит-Ананда). [Источник: словарь йоги.]</p><p><b>САТ</b> — «сущее, реальное, непреходящее Бытие (ho on), субстанция в противоположении акциденции, быванию (me on)». [Источник: Бхагавад-Гита, словарь.]</p><p><b>CAT</b> — сс. Бытие. Сущность. Истина. Реальность. Суть. Живое существо. Сознание. Бытие мира в проявленном или не-проявленном состоянии. В индуизме термин образует словосочетание «сат-чит-ананда» (бытие-сознание-блаженство), которое означает переживание состояния бога или абсолюта как единства трех аспектов. При этом происходит освобождение. Достигается состояние сат-чит-ананда на стадии транса (самадхи). Синонимы термина «сат»: бхава, бхаванга, аститва. [Источник: словарь буддийских терминов (2).]</p>"
САТАНИНСКИЕ ЛОЖИ,<p><b>САТАНИНСКИЕ ЛОЖИ</b> – черномагические организационные структуры жидо-масонского мирового правительства. [Источник: словарь ведических терминов.]</p>
САТГУРУ,"<p><b>Сатгуру</b> (satguru) [<i>санскр.</i>] — истинный наставник; гуру, который достиг самореализации; внутренний гуру.</p>"
САТИ,"<p><b>Сати</b> [<i>санскр.</i>] — существующий, завершенный.</p>"
САТКАМА,<p><b>Саткама</b> [<i>санскр.</i>] — чистое желание (освобождённого мудреца); желание Мокши.</p>
САТКАРА,"<p><b>Саткара</b> [<i>санскр.</i>] — посвящение, преданность.</p>"
САТКАРМА,<p><b>Саткарма</b> [<i>санскр.</i>] — праведное действие.</p>
САТКАРЬЯВАДА,"<p><b>Саткарьявада</b> [<i>санскр.</i>] — доктрина, заключающаяся в том, что следствие присутствует в причине и что следствие является только изменением причины.</p>"
САТОРИ,"<p><b>САТОРИ</b> (яп.), (кит.-у) — пробуждение, озарение, просветление; в дзэнской традиции цент. и наивысшая цель религ. практики. Поскольку все люди изначально обладают природой будды, задача адепта состоит в ее реализации. После этого ему раскрывается сокровенный смысл бытия в его принципиальной недвойственности (фуни), когда субъект и объект, я и внеш. мир представляют собой нерасчленимое единство. С. должно наступать внезапно, как вспышка молнии. Хотя С. осознается на уровне конкрет. индивид, опыта, к-рый не может быть адекватно выражен в словах, тем не менее в дзэнской традиции, как правило, требовалось получение офиц. печати-подтверждения (инка) со стороны наставника. Дзэн различает малое сатори, т. е. неполное и неокончат., когда истинное понимание природы вещей только приоткрывается на короткий момент, и большое сатори, ведущее к духов. преображению. Л. М. Кабанов [Источник: словарь буддийских терминов (1).]</p>"
САТСАМАНЬЯ,<p><b>Сатсаманья</b> [<i>санскр.</i>] — общий субстрат; однородное существование; бытие; Брахман.</p>
САТСАНГА,<p><b>Сатсанга</b> [<i>санскр.</i>] — ассоциация с мудростью (добром).</p>
САТСАНКАЛЬПА,<p><b>Сатсанкальпа</b> [<i>санскр.</i>] — истинное решение; чистое желание; совершенная воля.</p>
САТТАСАМАНЬЯ,<p><b>Саттасаманья</b> [<i>санскр.</i>] — однородное существование; существование Абсолюта; Брахман.</p>
САТТВА БУДДХИ,<p><b>Саттва буддхи</b> [<i>санскр.</i>] — освещающий разум.</p>
САТТВА ГУНА,<p><b>Саттва гуна</b> (sattwa guna) [<i>санскр.</i>] — качество прочной стабильности и неизменной чистоты; природа как чистота</p>
САТТВА ШУДДХИ,<p><b>Саттва шуддхи</b> [<i>санскр.</i>] — переживание чистой саттвы.</p>
САТТВА,"<p><b>Саттва</b> [<i>санскр.</i>] (сат – бытие; тва – абстрактное производное) бытие, существование, истинная сущность. В Йоге – качество чистоты или гармонии. «Саттвичный» – чистый, истинный; третье качество природы и ума, которое есть стабильность, чистота и гармония; первая из гун природы, соответствующая добру, гармонии, чистоте, свету; свет; белый, чистый, чистота; реальность.</p><p><b>САТТВА</b> (<i>англ.</i> Sattwa) — Упорядоченность, порядок; качество, или сила Природы (гуна, см.), заставляющая предметы сохранять их взаимные отношения и реакции после того, как они установлены. Означает также закон природы, порядок в ней. То же понятие используется иногда применительно к разуму, так как его деятельность направлена на установление порядка в природе, как например, при изготовлении часов, в которых разные части механизма пребывают в согласованных отношениях, или при развитии физических тел человека и животных. В человеке этот порядок проявляется в незаметных и согласованных функциях дыхания, кровообращения, пищеварения - непрерывных обыденных процессах, хорошо скоординированных и помогающих друг другу. Более широким примером может быть явление наследственности. [Источник: словарь йоги.]</p><p><b>САТТВА</b> — «ясность», «уравновешенность», «гармония». Высшее из трех свойств природы (Пракрити). См. ГУНА. [Источник: Бхагавад-Гита, словарь.]</p>"
